chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,filename,start,end,genre
0.400349,0.08680547,0.09634513,0.0016135176,2572.7398549348563,387076.82565342635,2605.8768393356954,145832.00974493675,5234.391936901827,1977543.0739085984,0.11137457402842227,0.0019005197382128052,-4.057589e-06,0.00424556,-8.525085e-05,0.0037584102,[143.5546875],-117.2612,4322.5327,79.675674,455.57275,-5.9699326,385.35904,35.722507,205.14487,11.4023905,145.05775,-2.930727,206.3351,0.0162339,77.302284,1.9403304,45.96732,-1.3740066,57.4881,-1.7106616,94.762634,-4.739119,70.811455,1.0717976,55.084824,-4.3023295,46.835964,-5.786498,74.42157,-0.7537295,39.64569,-1.0866017,40.15893,-6.171493,38.88574,-5.142014,30.0513,-5.2969213,40.41575,-6.7450895,78.75514,country.00040.wav,0.0,10.0,country
0.37097362,0.085441746,0.110640496,0.0012116133,2302.262223330306,214642.4926732677,2505.6817279255943,103788.28166907189,4717.4201983033645,1273102.8357062805,0.0957994217662413,0.0006882609107704188,4.6337045e-06,0.0055328864,-6.827963e-05,0.00424219,[143.5546875],-103.58318,2601.4165,91.26503,395.30905,-4.8596916,279.489,29.426918,189.91379,3.3731296,111.26659,-1.0065855,83.12058,8.878957,114.34586,4.9203954,70.48008,-3.6445038,79.22342,-1.5074817,52.44563,-4.7276726,51.382412,-3.835895,44.185596,-5.0012226,56.0551,-5.353486,36.86107,-3.3099759,42.663418,1.0435021,38.4518,-7.1052036,44.87345,-3.5939605,39.28256,-3.2659073,51.16225,-11.025914,84.840775,country.00040.wav,10.0,20.0,country
0.34870937,0.08479113,0.11958076,0.0014314792,2471.2559669175907,260917.55319199912,2567.0806650680333,115182.28193935497,5162.597939475783,1434249.4817689261,0.11126808113399073,0.001141550636401369,-5.127789e-06,0.007784309,-7.725753e-05,0.0042110835,[135.99917763],-87.944725,2557.9697,85.25854,354.18417,-2.2311394,372.331,26.498566,183.03842,-5.81929,224.41347,-2.020214,106.19981,4.4132376,90.01857,3.4367466,77.36009,-7.695016,87.771835,-2.0507083,46.264935,-2.4831605,53.762634,-1.3723022,60.130043,-1.9722365,69.00428,-4.3453712,61.879612,-4.6271906,39.602325,-0.78391075,36.99892,-8.988253,37.664425,-3.566574,46.697407,-1.81061,24.951061,-12.614421,86.37157,country.00040.wav,20.0,30.0,country
0.31747398,0.09231813,0.099692576,0.0008490217,1592.1836128578414,229220.78316513536,2102.45165337439,101557.99655804508,3789.219237148347,1435495.766693075,0.05687740175464037,0.00045700009736116286,1.5755953e-05,0.008420678,0.00039103226,0.00075027253,[75.99954044],-185.1499,1164.4761,115.592285,476.7569,7.968604,127.9649,56.97116,143.86502,-4.1089606,117.280685,31.374743,92.99333,-8.481052,73.13386,20.37426,89.17974,-14.8224745,91.35698,14.595565,106.4325,-8.11729,45.42059,9.753741,90.62554,-6.455591,110.378426,6.3180814,41.585693,-10.564066,36.16109,0.44261304,43.273434,-10.031885,73.80677,-1.2678484,31.788654,-10.014331,109.23118,-8.484423,41.439022,country.00054.wav,0.0,10.0,country
0.30285776,0.08929737,0.10557967,0.0010251212,1736.9095600216956,345813.4337295013,2148.150097123277,132390.48407318932,4132.026831677784,1872702.401159927,0.0649255456061485,0.0007247258478658213,1.6211116e-05,0.009176815,0.00051934435,0.0009412337,[75.99954044],-171.6788,1785.3002,112.4731,564.7514,5.9691486,162.51472,58.70147,120.59695,-5.270961,104.221634,29.233505,87.18179,-11.350368,83.80653,20.881182,133.67743,-15.927995,95.58279,14.781867,93.79189,-8.021166,56.36601,6.1987443,96.26327,-8.82013,46.355377,3.0767365,48.07067,-14.387088,77.625984,1.0126973,51.89668,-8.304211,68.984245,7.3310122,167.75822,-3.728842,64.36938,0.21488652,91.695854,country.00054.wav,10.0,20.0,country
0.31991646,0.08714464,0.10722778,0.0008063448,1633.854081734995,339972.3218241583,2067.5273061106195,166164.90654083694,3797.6876314167635,1934279.0959632285,0.058491788718097446,0.0006510681489208291,2.4886584e-05,0.009310509,0.0004226157,0.0009257329,[75.99954044],-168.57768,1640.3259,119.4949,616.6131,1.0535518,172.21312,59.118385,110.73164,-0.94459337,98.57773,28.674137,86.52157,-10.661722,81.33101,18.060354,68.24136,-18.527046,112.57735,12.229179,124.40215,-10.679061,58.687675,6.0411253,81.66715,-11.715352,62.46877,5.184698,41.08767,-9.810849,68.63995,1.5680163,43.41705,-6.401046,66.90219,-2.256625,46.16665,-10.425197,45.334023,-8.456423,59.295074,country.00054.wav,20.0,30.0,country
0.38627943,0.08878546,0.07814858,0.001463367,1262.3137136333414,273826.3118658706,1537.8502271944785,207243.8643992597,2524.6806346070184,1833230.5897833267,0.058232353900812064,0.0007035178516368287,1.5906887e-06,0.004313049,-1.2175906e-05,0.0015055466,[172.265625],-224.59512,2378.9353,154.54474,1083.2094,-22.03428,285.4923,33.68564,252.40883,-6.649547,151.146,19.513464,157.75047,0.78845406,119.7732,15.063155,69.204216,-5.7823725,190.47655,10.871939,127.58602,-3.5200405,52.902733,4.990692,37.340416,-5.8956304,47.413437,-2.6975987,42.405743,-5.51334,51.274296,-3.3943937,57.58563,-6.3578897,50.18661,-2.9380994,25.58718,-4.8339434,35.08407,-7.078001,38.752193,country.00068.wav,0.0,10.0,country
0.31447247,0.091549456,0.093889974,0.002055485,1101.5347940091322,142659.52408686726,1384.3995422224766,132677.63129719577,2056.9205087188225,1003435.7174549089,0.051536896389211134,0.0004506403082993608,-2.1250237e-06,0.0070622945,-1.7877905e-05,0.0016640556,[161.49902344],-225.03058,2168.545,162.03807,862.3156,-21.814533,291.83066,27.815462,191.35832,-0.9421744,184.66368,15.447621,150.81546,0.8126603,120.14628,10.536625,92.635956,-7.772489,86.457375,6.818923,94.41084,-4.247744,71.532295,-0.62243056,50.068577,-5.8247647,44.86871,-3.4393728,40.265495,-4.4697213,45.14342,-5.920903,43.525856,-6.338806,57.301327,-5.051165,65.57635,-4.208703,48.384605,-7.7756963,39.63744,country.00068.wav,10.0,20.0,country
0.3503663,0.087629646,0.07818044,0.0011555587,1030.5548641674468,135836.8769908153,1457.7711692406206,130706.28935035018,2071.8838366444315,990604.6491426216,0.04066215922273782,0.0002553579944753913,2.636551e-06,0.004441873,-1.3160086e-05,0.0011981911,[172.265625],-242.38011,2351.6077,160.3443,688.42645,-11.318215,247.25243,38.978275,227.98164,2.6951194,168.76416,19.355484,112.59587,-1.5430176,84.31873,14.72859,54.12116,-1.3256379,92.21838,5.7337995,84.64187,-7.502701,78.11552,1.8658401,46.36447,-7.7422667,41.90645,-4.4102325,44.702507,-6.987862,50.816795,-3.3413813,44.79689,-8.449689,35.73707,-4.609788,36.8981,-3.8638706,41.080154,-3.815855,50.624348,country.00068.wav,20.0,30.0,country
0.3059424,0.08586189,0.115115896,0.0013845188,1248.3138236839918,281687.90001975675,1626.3323959326074,182563.5525759626,2533.6486391567573,1737693.062623023,0.04818576892401392,0.0006465818300307311,8.490803e-06,0.01102786,-4.501297e-05,0.0014330162,[143.5546875],-192.9806,4791.169,147.1374,876.4795,-7.3566694,598.2894,48.977966,382.20673,9.031814,231.64946,13.651383,122.82435,-11.053187,165.24269,15.01149,95.609344,-9.414345,144.66573,9.381811,146.7264,-8.845367,147.4482,10.846852,75.8214,-2.82977,68.14866,-1.8508221,75.12802,-3.3423777,97.51693,0.67840433,85.057724,-8.312933,85.70583,-0.5415983,43.258606,-2.196775,53.891273,-5.445222,62.140453,country.00083.wav,0.0,10.0,country
0.32443848,0.08296292,0.13353589,0.0016485187,1615.533366071218,390509.36303755787,1845.7646936991982,162075.1817899434,3295.304513032918,1943622.5498924018,0.06865392981438515,0.0011868118163617949,2.9350203e-06,0.011933561,-2.6675654e-05,0.0032076584,[143.5546875],-126.56805,2103.1313,135.28572,822.61975,-18.537424,325.74457,44.78157,223.62903,-2.7806566,165.5534,15.259882,127.88289,-17.04475,112.81575,12.829097,106.3999,-14.089513,78.94202,13.9317045,99.69945,-12.878572,90.90737,11.401168,70.85011,-6.448247,54.718033,5.69401,48.612988,0.6393444,59.015923,2.8292234,39.046543,-9.188789,43.7031,4.8155475,41.15565,-3.5855336,47.800266,-4.259231,47.52795,country.00083.wav,10.0,20.0,country
0.32498783,0.08472747,0.1441128,0.0019629314,1445.0191636677919,156323.38421081196,1719.034839547328,111782.9217782061,2952.247113362819,1001926.0610743746,0.06147019105278422,0.00038637853537799405,2.6289661e-05,0.013678523,-2.3403989e-06,0.0039881747,[143.5546875],-127.58686,1940.087,143.4495,475.69742,-23.741621,353.35666,42.01983,210.08626,-5.0761056,174.29251,13.673888,81.573685,-13.155776,131.87817,11.563584,61.79903,-12.927092,98.0148,14.496012,55.092754,-10.897324,70.74249,8.609261,65.84644,-6.9335546,58.84325,1.145699,65.11553,0.15331082,94.87375,5.830289,67.836845,-7.4977193,70.31517,2.6822355,43.440544,-2.1970632,35.362247,-3.0574336,50.447163,country.00083.wav,20.0,30.0,country
0.31884032,0.091348045,0.13392717,0.0022919339,1437.256227590115,482599.7426256235,1728.2047550997595,138596.7397672979,2930.314222012761,1660040.6946096173,0.05761605459686775,0.0023623757449102592,4.2736738e-05,0.015966298,1.2405733e-05,0.0018797307,[112.34714674],-173.71704,3624.5542,128.94188,793.63055,-18.045431,529.1642,49.593613,185.67014,6.787637,242.16263,16.879953,146.27438,-7.063356,172.00703,15.448605,94.59101,-14.748961,91.35024,12.780025,76.29514,-13.102893,94.85252,9.224436,79.18862,-0.14236079,60.379234,2.0773535,77.06979,0.06722725,52.66076,3.6498852,58.02377,-0.8847056,106.4522,3.1565843,73.912025,2.3074632,68.41886,-1.0806032,73.86434,country.00097.wav,0.0,10.0,country
0.385116,0.08916192,0.1639844,0.0032406605,1477.742241345931,391734.5490889382,1735.3470486662454,144836.7816913209,3037.180861187645,1486368.3112048914,0.062026446490719256,0.0020134668106206502,-2.9487148e-05,0.021360412,-5.2644707e-05,0.003912659,[112.34714674],-136.77682,3832.2988,134.57298,811.86945,-21.74379,552.4563,51.276062,148.03198,10.05424,221.7712,21.0803,141.048,-7.7485228,107.68419,16.421713,77.05067,-13.52088,90.856834,17.304161,110.85966,-6.7739534,77.30141,11.095069,91.05342,-3.9570901,52.826313,1.9534955,61.316452,-0.8597934,71.38301,3.4079738,51.95371,-6.0585747,62.616165,4.259096,50.801407,4.2414656,38.533897,-1.534877,53.179688,country.00097.wav,10.0,20.0,country
0.34427646,0.086661376,0.16057326,0.0024285775,1768.004127870062,807711.5901691257,1887.188018709721,201226.53917805225,3554.2525218423725,2463858.886222164,0.081556563587587,0.0034473654100310065,9.548148e-06,0.020930585,-6.0152274e-06,0.0033337136,[112.34714674],-135.3006,2927.38,117.80718,1233.0731,-19.451132,502.30115,58.50867,174.97531,8.173819,175.47504,16.4118,222.05678,-10.119552,137.3963,22.07335,96.758736,-18.840336,57.176727,10.94194,127.20388,-13.494698,108.52653,8.60588,102.96034,-2.143271,73.75284,2.088617,123.98288,-7.5895357,102.116325,3.4486058,71.72363,-3.8933818,43.53547,-0.82382,58.23865,-0.49906388,58.86442,2.5249808,50.611687,country.00097.wav,20.0,30.0,country
0.24712144,0.0923436,0.099948935,0.0019658175,1480.528625262844,401426.8504280378,1650.087010062293,115465.17930122273,2935.0355391712587,1433560.2025264704,0.06574350166763342,0.002049192184349754,3.0839793e-08,0.009303747,-1.5273028e-05,0.0013619519,[86.1328125],-213.42772,3660.9797,121.05378,691.8889,-24.75393,572.52704,44.306442,213.33687,-13.961084,302.4939,4.538629,214.52977,-6.0720525,182.73152,7.165738,100.7862,-21.652697,148.8028,3.506977,150.47711,-11.611172,86.9816,-3.289992,91.799576,-9.610799,101.71724,-5.7614455,89.46528,-8.6404295,85.688156,-5.220199,55.45269,-9.223136,100.1599,-6.9370937,71.71727,-2.9526713,58.68976,-6.5783725,52.551216,country.00093.wav,0.0,10.0,country
0.24357414,0.09035135,0.08983573,0.0014957613,1489.7380391510492,377304.45037265954,1690.6603459222906,88469.6419623905,2936.05974024797,1135434.4633712282,0.0651249365574246,0.002429930687530812,3.836144e-07,0.007893959,-1.8534161e-05,0.00064658566,[86.1328125],-218.09433,3444.033,121.35898,523.75,-21.825891,417.97385,45.447853,248.52466,-11.955899,305.42828,8.861796,158.49196,-10.988655,111.02985,5.3752403,75.781235,-19.938223,178.5397,0.42657384,69.02548,-14.25764,162.96883,-1.8819954,133.47925,-13.016654,69.95066,-4.03425,71.58281,-5.875983,53.186398,-4.347222,107.231155,-9.970087,53.521454,-3.010135,48.870113,-5.382326,53.642166,-10.5945215,60.953697,country.00093.wav,10.0,20.0,country
0.26218322,0.090205625,0.087543584,0.0016961761,1644.4516167338882,220447.23319685532,1811.5086027831462,70912.85639392491,3293.4559549920245,866035.9596433918,0.07317421331206496,0.0011476251461288972,3.8227945e-06,0.0068907035,-1.03633865e-05,0.0011715376,[86.1328125],-209.98782,5429.6934,111.13143,620.62225,-20.632128,536.1328,48.60473,404.40698,-6.564853,259.39963,3.1917362,125.86298,-20.02187,206.37366,5.509807,120.70997,-13.054833,129.63916,-2.345937,144.95996,-17.681087,89.9344,2.5424674,78.3642,-9.019314,58.38117,-1.5918671,112.41926,-5.9392343,72.71573,-6.0835886,117.57438,-10.347751,96.25413,0.6505587,65.03749,-5.276048,62.961742,-10.165011,84.99353,country.00093.wav,20.0,30.0,country
0.30183175,0.0884989,0.075314194,0.0018146796,1514.246474205916,276452.76384315535,1730.077029418984,117805.08536579671,2885.2993356656034,1362039.8854761932,0.06867318916763342,0.0011445325236740678,6.542186e-06,0.004635344,-1.7329648e-05,0.0015083591,[143.5546875],-218.64601,5807.1826,122.705246,682.2342,-19.397585,742.4846,27.56337,491.92743,-10.0415,264.3346,9.213858,115.15375,-14.682069,130.48265,4.8587475,82.03417,-12.879479,151.21954,4.009912,155.01111,-15.971149,76.997314,-5.5039845,82.936165,-16.44851,49.720654,-5.422083,66.229355,-6.634138,71.81796,-0.6011236,88.44821,-14.704583,106.757416,-5.840562,46.78181,-6.4970517,69.81152,-13.941393,48.782345,country.00087.wav,0.0,10.0,country
0.33989292,0.086317964,0.11188139,0.0021541717,1564.857758401938,377956.1712484257,1842.690627004924,138874.1061733145,3216.066322415168,1711005.8820337174,0.07098204575116009,0.0020682588272184672,1.034939e-05,0.010328848,-1.6600196e-05,0.002028112,[143.5546875],-169.03656,3853.7964,126.86293,769.46344,-13.167928,422.163,45.143887,147.94153,0.8445628,128.6629,21.122557,123.09758,-8.978658,100.06395,12.613773,81.3165,-9.221886,111.32648,14.471578,88.73851,-11.32595,64.10813,7.9586105,74.12869,-4.913851,49.595318,9.496957,52.72071,-3.71355,44.415997,5.23103,70.73208,-4.465997,63.057877,6.3213663,65.21297,-1.210147,68.45075,-3.614707,32.892902,country.00087.wav,10.0,20.0,country
0.34603217,0.0837137,0.13832013,0.0022712897,1692.2771854063355,317985.08746068855,1846.8285558876025,112636.71856093463,3392.503693264211,1432451.072295106,0.08160414551914154,0.0007442804247700959,-2.6801492e-06,0.013211941,-4.5036533e-05,0.0039545097,[71.77734375],-125.432205,3163.801,125.72472,694.7555,-26.090464,497.56894,45.622177,272.32324,-2.8112674,296.59683,16.31161,157.02293,-15.914066,112.38586,8.745927,64.57362,-13.968478,112.29245,16.134226,112.5691,-14.540401,56.710827,7.38116,72.395775,-9.406297,61.89726,5.054784,62.06957,-6.507544,39.55731,3.4169672,103.60616,-8.686548,67.36344,3.0339506,51.749516,-3.297259,45.572464,-2.380813,43.95503,country.00087.wav,20.0,30.0,country
0.40770707,0.08208476,0.09820252,0.0010819241,1679.5334017933083,383354.2715687509,2004.129663514518,152961.73167351558,3685.40022068953,1970729.8335771535,0.07357299521461717,0.001563697387720612,3.2518583e-05,0.0069352854,0.00024963784,0.0014381136,[117.45383523],-160.48022,3129.6914,125.72145,586.4743,-10.32977,193.731,49.30698,168.27443,-12.010581,255.99992,26.695711,105.89543,-9.203145,149.04497,20.72607,81.35577,-11.6041765,179.70255,17.226017,87.7945,-11.937604,82.86813,10.611924,56.62589,-4.208947,75.56337,3.0100098,74.9356,-8.841176,75.42825,4.99541,62.247684,-4.450539,49.491882,7.025967,41.63253,-2.2825913,40.310585,-2.4104333,39.992146,country.00050.wav,0.0,10.0,country
0.3019217,0.08493001,0.1240192,0.0009082994,1864.9156176476397,374385.2206283415,2135.687784252735,147445.64496219574,4055.836263776102,1874671.1747466174,0.08008378951566125,0.001728007490283851,2.0879559e-05,0.011590352,0.00021454808,0.0017219129,[117.45383523],-134.09587,1952.5619,116.604485,538.7584,-9.046483,245.7872,47.049866,269.20795,-11.561523,192.52176,22.668562,135.26788,-11.252263,125.683945,22.30751,114.3572,-15.943626,125.80176,21.468477,115.43126,-11.106103,90.77439,11.597322,64.6186,-5.1607656,99.1787,3.6641278,73.49789,-11.499887,52.218693,8.452121,78.63673,-11.444295,118.42712,7.5512705,66.377594,-11.600345,151.37689,-2.02647,83.472305,country.00050.wav,10.0,20.0,country
0.34331667,0.08392249,0.10564665,0.000640882,1794.1599634266468,403644.0895020256,1970.1332941352061,162382.70754216734,3871.3301868837007,1653659.9355550017,0.08255465124709976,0.002998098016228656,4.1135758e-05,0.0075375387,0.00019461577,0.0019222446,[117.45383523],-135.83206,2180.3906,124.74953,648.0116,-22.031263,556.43207,48.297066,151.45038,-15.774038,126.46508,22.047264,90.96583,-13.868667,123.530106,14.803616,72.16382,-14.77551,109.909065,10.348784,103.66006,-12.105149,53.210575,9.75123,66.52251,-9.62638,63.323784,2.5234303,50.80819,-8.427862,75.782196,0.9203103,64.99424,-9.902561,49.99383,-0.29815802,46.705414,-4.910484,50.86993,-1.9696653,50.867523,country.00050.wav,20.0,30.0,country
0.36935455,0.09027738,0.09576819,0.0013719961,1461.374756526433,546764.4447146879,2125.8442696413495,378893.83016549394,2777.833164153132,3087322.156361626,0.04933453270011601,0.0011779865953222407,-6.4934866e-05,0.0072344816,-0.00045679673,0.0017575984,[78.30255682],-213.4317,6786.285,131.59363,1064.565,6.042354,529.0827,18.683887,292.03284,28.762371,232.15846,5.081349,555.4576,9.610722,117.26537,0.2407228,87.47704,-5.4437113,70.2665,-3.3202796,50.926197,-0.21549727,48.55038,-0.35875237,45.810154,1.8824782,90.269104,4.1314754,90.230354,-0.8202196,156.08446,-0.7382919,54.42281,-7.447586,63.185833,-3.760516,82.68393,3.202712,72.17197,-5.206536,51.946392,country.00044.wav,0.0,10.0,country
0.34698063,0.08591831,0.12317185,0.0010746283,1901.9585241012167,522952.438546622,2326.52095212124,222334.1941623872,3760.566587514501,2351752.9798176563,0.07865179995649652,0.0016883472377714197,-5.1944473e-05,0.012905038,-0.0006233285,0.0013038014,[78.30255682],-134.40707,1781.8405,110.387314,1048.484,-4.3469276,309.42432,19.836283,232.45992,21.47639,223.64128,9.899124,170.66275,4.4792595,110.30478,1.2567247,57.938473,-3.388281,70.72368,4.4664936,84.80199,8.733695,117.19214,-0.7408644,73.94605,3.0063226,73.4766,-0.07578244,38.301544,-0.2707472,57.153816,5.759118,46.937645,-3.5859063,114.35687,-4.334124,61.82241,5.6281257,73.47881,-4.9277287,102.38504,country.00044.wav,10.0,20.0,country
0.36651734,0.08103418,0.12158476,0.0013296286,1827.1144456905597,501194.7864500597,2292.7520337070896,281901.44425076206,3537.4656163899363,2988693.6470446205,0.07104888703596288,0.0012930129473711256,-4.3192347e-05,0.011480395,-0.0006113672,0.0019538817,[161.49902344],-140.19354,2793.892,117.58107,1073.146,-10.349978,266.99054,22.973272,411.81766,33.111504,249.9113,1.4892247,383.8725,4.045087,129.38728,2.0421054,110.12335,-2.2616801,80.59538,-0.121233344,56.636097,4.6975436,67.61575,-0.06836178,45.593147,2.5449007,57.347004,2.3962617,48.902374,-3.6666093,72.21526,5.814,40.735764,0.6207139,41.721386,0.3924977,38.993958,8.06289,67.5868,-0.8054193,49.52441,country.00044.wav,20.0,30.0,country
0.37360418,0.09518571,0.028932992,0.00022373756,1306.367370143791,321763.40235912276,1546.5708741239673,109146.04839803802,2561.6268149108178,1523172.7343221435,0.05368488072795824,0.0017138743193806795,2.7079334e-06,0.00081229175,-1.1028232e-05,9.8807475e-05,[103.359375],-326.8216,4095.8892,150.37865,834.1334,-20.508896,666.3105,37.60646,183.25986,-12.507515,255.3454,20.314508,173.09653,3.5523288,210.55536,9.43139,91.46355,-4.433435,123.549866,12.835708,180.67278,-1.0519245,51.667995,7.7053046,103.987114,-1.1147197,106.71476,2.5298178,111.43963,-0.7725611,57.05465,-4.0384817,55.61842,-0.99644786,51.559277,2.0863771,51.105694,-0.22948617,98.357185,0.30544257,45.99101,country.00078.wav,0.0,10.0,country
0.3588725,0.09614885,0.032463606,0.00023805874,933.2118770584857,196564.21451992716,1355.9447625167236,162415.1888426228,1790.7781118583237,1342313.8893220916,0.036119217662412995,0.0005402164867987884,-1.834558e-06,0.0010793912,-1.7979994e-05,7.252261e-05,[71.77734375],-358.30396,1695.7065,169.17816,876.217,-4.581837,515.0516,38.149673,227.12268,-3.2387679,198.25218,21.793688,121.27676,1.4207191,126.05811,5.995368,110.97667,2.6127584,111.08868,6.7441688,59.63931,-0.84289014,51.04673,9.774208,57.689857,0.5416314,56.045643,-0.5525975,71.71209,-0.44891116,86.12077,-4.934296,50.454376,-1.6731871,39.89641,-0.63746035,54.022984,0.97646683,59.305576,-6.428553,48.651356,country.00078.wav,10.0,20.0,country
0.39693642,0.08774092,0.06831363,0.0018299455,1194.900169633461,388348.39866586734,1431.873522831767,200400.63298188266,2314.1198815436487,1878361.4029105708,0.05948761057134571,0.0017928129203528974,5.00996e-06,0.0043646144,-1.3180196e-05,0.0008747181,[66.25600962],-243.13925,11815.975,159.59132,950.83905,-12.892758,776.91504,29.038935,375.82703,-5.802087,335.68314,15.662068,181.40527,2.9103427,113.89824,8.164829,127.732635,-1.368948,121.61377,6.5712233,135.29024,-4.6151075,139.277,10.009746,49.250744,1.7425201,57.333183,1.4294261,52.703335,0.23346168,43.35198,-0.047479827,39.049633,-2.8341718,46.50627,0.8445816,41.431984,1.5310973,49.81579,-4.0453925,52.961136,country.00078.wav,20.0,30.0,country
0.33999503,0.08467147,0.11116083,0.0023155499,943.208775560223,412500.75077972887,1132.3403258098806,254981.9380498422,1601.3258931808296,1686314.0735188632,0.04771108251160093,0.0011072027848248063,6.0454413e-06,0.010874125,-9.7236225e-06,0.0013388413,[80.74951172],-243.65733,7164.9546,185.31189,1895.3967,4.302323,882.7477,21.685488,336.37674,-1.1974987,397.24014,2.9663548,199.74149,-6.7008095,249.13878,-0.30149046,206.04031,-12.3904085,75.99288,1.2210453,332.1814,-12.673102,110.04495,-1.8487179,150.70316,-12.461326,84.27817,-7.0341325,60.10594,-9.642489,44.640553,-13.377177,87.19758,-6.3850327,50.05017,-3.0708947,60.132797,-7.3406234,45.639565,-4.129317,47.446445,country.00079.wav,0.0,10.0,country
0.29758888,0.085849114,0.12685025,0.001569928,1054.935169568768,238194.53492430283,1365.8941073813696,239034.48496556704,1945.0327862166473,1673424.3155534691,0.05009471070185615,0.00048576869672276594,-7.720587e-06,0.013150231,-1.9862146e-05,0.0013955998,[80.74951172],-206.35715,3793.8816,173.74866,1340.5571,3.3016524,589.2703,23.836395,207.15709,-9.115594,425.27423,4.18317,160.51843,-0.09702211,176.41168,3.545276,168.47002,-17.78957,110.88107,2.9523969,177.62779,-16.039873,86.44487,5.2937512,152.94374,-15.065424,92.256096,-4.7707705,69.0893,-5.717662,82.8084,-9.727962,60.091747,-0.6890821,105.06906,-6.504938,79.11086,-6.3424687,43.08327,-1.9080992,93.09494,country.00079.wav,10.0,20.0,country
0.29396555,0.08351847,0.107373886,0.00067841995,891.867404130859,187597.76907863267,1208.5319887843305,256103.48523736754,1702.4470141205047,1486123.076442582,0.03928568191705337,0.0001627856539554072,4.8517554e-06,0.009539243,-1.5884603e-05,0.00079210487,[80.74951172],-241.70023,3824.2024,187.79472,1201.337,1.1394539,644.39777,30.88367,308.98074,10.56986,267.43628,7.3988614,155.92625,-13.520725,108.42967,4.617016,99.39596,-11.302169,121.71226,-2.3839262,97.690605,-13.217624,127.46032,2.4774349,120.94843,-13.725983,107.689766,-4.494008,97.96362,-8.073448,48.048832,-5.7665224,54.496326,-4.565051,71.8183,-4.588674,53.93897,-0.5144948,65.385284,-2.7680051,107.607796,country.00079.wav,20.0,30.0,country
0.353309,0.09424123,0.13805363,0.0022190926,2862.015227325053,830666.592272459,2649.9820085443403,143223.2895128035,5660.209779672999,2375952.4966517296,0.14054682968387472,0.005038775840987344,-6.385226e-06,0.010164037,-1.44651785e-05,0.0051843976,[78.30255682],-71.71707,2850.8188,68.80424,765.86847,-16.227333,669.7024,13.301862,450.27658,2.926077,211.77342,-0.6547086,216.91763,-1.8000163,118.415405,-0.33271807,119.05161,-4.798208,97.06199,5.5964727,92.18774,-2.4823651,114.38379,4.75824,94.76037,0.6148888,75.370384,-2.168153,45.060505,-0.7251179,52.464462,-5.8370147,59.01434,0.93933785,47.169506,-1.7757775,35.261837,-4.4720864,38.70491,-1.3436553,52.114902,country.00045.wav,0.0,10.0,country
0.37116158,0.090766974,0.14085114,0.001653014,2635.263844364848,319352.89566672867,2562.5019081426244,129097.75860439759,5311.15705662703,1693727.4509668062,0.12389881815545244,0.0015489739363564472,-6.321219e-06,0.011140606,-2.5402422e-05,0.0043229233,[151.99908088],-67.837944,2293.861,75.09278,624.4785,-20.851196,455.01697,22.484833,426.9998,5.918257,208.65715,-3.1790292,134.8605,3.2847223,134.23007,2.9055357,90.48198,0.53319323,129.2588,5.4428883,95.65576,-1.8560939,77.06038,5.236764,130.97676,1.2504439,45.168747,0.17219126,56.43103,1.2126889,35.433083,-4.0117974,58.661648,-0.06180299,59.524105,-0.23758884,62.22135,-4.1331677,81.3433,-0.3957659,52.99627,country.00045.wav,10.0,20.0,country
0.31170434,0.08991109,0.16049294,0.0012244036,2833.573347636907,414051.7280364169,2730.6087787710194,70707.30178921438,5893.377897966212,1618902.1445107637,0.13403037086716937,0.0038198803724096646,1.04315e-06,0.0143264225,-1.9308209e-05,0.0052583194,[78.30255682],-44.33031,1496.8362,70.011734,547.41315,-13.917178,258.03812,15.621618,270.2695,6.32666,152.17754,-8.691259,114.00439,-6.459982,120.688545,1.0093334,76.11135,1.7224224,111.74808,3.877933,63.545578,-0.7654736,70.743614,4.5563245,80.63358,-2.323166,57.043957,-4.224404,63.24691,-1.2523274,70.21233,-6.0376315,94.01909,-0.12550336,73.64717,1.7465374,56.525463,-3.187804,66.33377,-1.0140523,54.772095,country.00045.wav,20.0,30.0,country
